id,label,date,number
fallen-angels,numReviews,2024-09-26,99589
fallen-angels,numRatings,2024-09-26,389627
fallen-angels,numLikes,2024-09-26,225548
fallen-angels,numFans,2024-09-26,27069
the-big-short,numViews,2024-09-26,1046190
the-big-short,avgRating,2024-09-26,3.82
the-big-short,numReviews,2024-09-26,81620
the-big-short,numRatings,2024-09-26,680661
the-big-short,numLikes,2024-09-26,259323
the-big-short,numFans,2024-09-26,5014
chungking-express,numViews,2024-09-26,592730
chungking-express,avgRating,2024-09-26,4.3
chungking-express,numReviews,2024-09-26,114346
chungking-express,numRatings,2024-09-26,439967
chungking-express,numLikes,2024-09-26,261393
chungking-express,numFans,2024-09-26,31161
venom-2018,numViews,2024-09-26,1387625
venom-2018,avgRating,2024-09-26,2.86
venom-2018,numReviews,2024-09-26,80739
venom-2018,numRatings,2024-09-26,840764
venom-2018,numLikes,2024-09-26,242364
venom-2018,numFans,2024-09-26,2185
the-green-mile,numViews,2024-09-26,1091140
the-green-mile,avgRating,2024-09-26,4.23
the-green-mile,numReviews,2024-09-26,39579
the-green-mile,numRatings,2024-09-26,643623
the-green-mile,numLikes,2024-09-26,309805
the-green-mile,numFans,2024-09-26,11806
casablanca,numViews,2024-09-26,778380
casablanca,avgRating,2024-09-26,4.27
casablanca,numReviews,2024-09-26,78388
casablanca,numRatings,2024-09-26,481632
casablanca,numLikes,2024-09-26,247992
casablanca,numFans,2024-09-26,14519
free-guy,numViews,2024-09-26,1101118
free-guy,avgRating,2024-09-26,3.04
free-guy,numReviews,2024-09-26,120119
free-guy,numRatings,2024-09-26,755676
free-guy,numLikes,2024-09-26,221132
free-guy,numFans,2024-09-26,1161
twisters,numViews,2024-09-26,596862
twisters,avgRating,2024-09-26,3.36
twisters,numReviews,2024-09-26,247965
twisters,numRatings,2024-09-26,529046
twisters,numLikes,2024-09-26,181808
twisters,numFans,2024-09-26,1925
memories-of-murder,numViews,2024-09-26,600741
memories-of-murder,avgRating,2024-09-26,4.41
memories-of-murder,numReviews,2024-09-26,82535
memories-of-murder,numRatings,2024-09-26,465478
memories-of-murder,numLikes,2024-09-26,234957
memories-of-murder,numFans,2024-09-26,19522
wonder-woman-2017,numViews,2024-09-26,1539811
wonder-woman-2017,avgRating,2024-09-26,3.26
wonder-woman-2017,numReviews,2024-09-26,44765
wonder-woman-2017,numRatings,2024-09-26,848934
wonder-woman-2017,numLikes,2024-09-26,299318
wonder-woman-2017,numFans,2024-09-26,1580
toy-story-4,numViews,2024-09-26,1420469
toy-story-4,avgRating,2024-09-26,3.4
toy-story-4,numReviews,2024-09-26,69058
toy-story-4,numRatings,2024-09-26,781870
toy-story-4,numLikes,2024-09-26,249244
toy-story-4,numFans,2024-09-26,444
notting-hill,numViews,2024-09-26,984617
notting-hill,avgRating,2024-09-26,3.64
notting-hill,numReviews,2024-09-26,110030
notting-hill,numRatings,2024-09-26,600196
notting-hill,numLikes,2024-09-26,263950
notting-hill,numFans,2024-09-26,15256
school-of-rock,numViews,2024-09-26,1431848
school-of-rock,avgRating,2024-09-26,3.76
school-of-rock,numReviews,2024-09-26,67578
school-of-rock,numRatings,2024-09-26,732340
school-of-rock,numLikes,2024-09-26,358128
school-of-rock,numFans,2024-09-26,10554
the-lego-movie,numViews,2024-09-26,1430866
the-lego-movie,avgRating,2024-09-26,3.8
the-lego-movie,numReviews,2024-09-26,74038
the-lego-movie,numRatings,2024-09-26,781534
the-lego-movie,numLikes,2024-09-26,354161
the-lego-movie,numFans,2024-09-26,6582
the-fabelmans,numViews,2024-09-26,561027
the-fabelmans,avgRating,2024-09-26,4.01
the-fabelmans,numReviews,2024-09-26,137695
the-fabelmans,numRatings,2024-09-26,460237
the-fabelmans,numLikes,2024-09-26,198098
the-fabelmans,numFans,2024-09-26,3471
top-gun,numViews,2024-09-26,1084231
top-gun,avgRating,2024-09-26,3.39
top-gun,numReviews,2024-09-26,106807
top-gun,numRatings,2024-09-26,675056
top-gun,numLikes,2024-09-26,232682
top-gun,numFans,2024-09-26,5989
ant-man-and-the-wasp,numViews,2024-09-26,1420153
ant-man-and-the-wasp,avgRating,2024-09-26,2.88
ant-man-and-the-wasp,numReviews,2024-09-26,53596
ant-man-and-the-wasp,numRatings,2024-09-26,803523
ant-man-and-the-wasp,numLikes,2024-09-26,219290
ant-man-and-the-wasp,numFans,2024-09-26,259
frances-ha,numViews,2024-09-26,613664
frances-ha,avgRating,2024-09-26,4.04
frances-ha,numReviews,2024-09-26,126540
frances-ha,numRatings,2024-09-26,444498
frances-ha,numLikes,2024-09-26,238549
frances-ha,numFans,2024-09-26,21631
palm-springs-2020,numViews,2024-09-26,789462
palm-springs-2020,avgRating,2024-09-26,3.76
palm-springs-2020,numReviews,2024-09-26,122019
palm-springs-2020,numRatings,2024-09-26,579692
palm-springs-2020,numLikes,2024-09-26,257982
palm-springs-2020,numFans,2024-09-26,4417
ready-player-one,numViews,2024-09-26,1222600
ready-player-one,avgRating,2024-09-26,3.26
ready-player-one,numReviews,2024-09-26,74480
ready-player-one,numRatings,2024-09-26,765512
ready-player-one,numLikes,2024-09-26,260065
ready-player-one,numFans,2024-09-26,5718
john-wick-chapter-2,numViews,2024-09-26,1132755
john-wick-chapter-2,avgRating,2024-09-26,3.7
john-wick-chapter-2,numReviews,2024-09-26,80631
john-wick-chapter-2,numRatings,2024-09-26,727537
john-wick-chapter-2,numLikes,2024-09-26,294477
john-wick-chapter-2,numFans,2024-09-26,1489
silver-linings-playbook,numViews,2024-09-26,1188366
silver-linings-playbook,avgRating,2024-09-26,3.68
silver-linings-playbook,numReviews,2024-09-26,62944
silver-linings-playbook,numRatings,2024-09-26,672471
silver-linings-playbook,numLikes,2024-09-26,276441
silver-linings-playbook,numFans,2024-09-26,8122
it-chapter-two,numViews,2024-09-26,1261135
it-chapter-two,avgRating,2024-09-26,2.89
it-chapter-two,numReviews,2024-09-26,81382
it-chapter-two,numRatings,2024-09-26,773596
it-chapter-two,numLikes,2024-09-26,214445
it-chapter-two,numFans,2024-09-26,1193
good-time,numViews,2024-09-26,708946
good-time,avgRating,2024-09-26,4.0
good-time,numReviews,2024-09-26,103228
good-time,numRatings,2024-09-26,538578
good-time,numLikes,2024-09-26,248902
good-time,numFans,2024-09-26,8552
maxxxine,numViews,2024-09-26,474022
maxxxine,avgRating,2024-09-26,3.13
maxxxine,numReviews,2024-09-26,179560
maxxxine,numRatings,2024-09-26,418574
maxxxine,numLikes,2024-09-26,129748
maxxxine,numFans,2024-09-26,1562
aliens,numViews,2024-09-26,888886
aliens,avgRating,2024-09-26,4.13
aliens,numReviews,2024-09-26,106012
aliens,numRatings,2024-09-26,592029
aliens,numLikes,2024-09-26,290786
aliens,numFans,2024-09-26,11008
elemental-2023,numViews,2024-09-26,770637
elemental-2023,avgRating,2024-09-26,3.31
elemental-2023,numReviews,2024-09-26,164331
elemental-2023,numRatings,2024-09-26,608607
elemental-2023,numLikes,2024-09-26,187207
elemental-2023,numFans,2024-09-26,1497
rear-window,numViews,2024-09-26,792660
rear-window,avgRating,2024-09-26,4.38
rear-window,numReviews,2024-09-26,74753
rear-window,numRatings,2024-09-26,520649
rear-window,numLikes,2024-09-26,284618
rear-window,numFans,2024-09-26,14398
citizen-kane,numViews,2024-09-26,714400
citizen-kane,avgRating,2024-09-26,4.21
citizen-kane,numReviews,2024-09-26,70724
citizen-kane,numRatings,2024-09-26,440952
citizen-kane,numLikes,2024-09-26,196087
citizen-kane,numFans,2024-09-26,5094
thor-the-dark-world,numViews,2024-09-26,1520071
thor-the-dark-world,avgRating,2024-09-26,2.23
thor-the-dark-world,numReviews,2024-09-26,47189
thor-the-dark-world,numRatings,2024-09-26,808612
thor-the-dark-world,numLikes,2024-09-26,150371
thor-the-dark-world,numFans,2024-09-26,143
the-princess-bride,numViews,2024-09-26,1016842
the-princess-bride,avgRating,2024-09-26,4.06
the-princess-bride,numReviews,2024-09-26,77431
the-princess-bride,numRatings,2024-09-26,577869
the-princess-bride,numLikes,2024-09-26,352572
the-princess-bride,numFans,2024-09-26,25962
zombieland,numViews,2024-09-26,1353890
zombieland,avgRating,2024-09-26,3.53
zombieland,numReviews,2024-09-26,53547
zombieland,numRatings,2024-09-26,755833
zombieland,numLikes,2024-09-26,318281
zombieland,numFans,2024-09-26,2739
three-billboards-outside-ebbing-missouri,numViews,2024-09-26,909943
three-billboards-outside-ebbing-missouri,avgRating,2024-09-26,4.04
three-billboards-outside-ebbing-missouri,numReviews,2024-09-26,54425
three-billboards-outside-ebbing-missouri,numRatings,2024-09-26,622307
three-billboards-outside-ebbing-missouri,numLikes,2024-09-26,279883
three-billboards-outside-ebbing-missouri,numFans,2024-09-26,5722
carrie-1976,numViews,2024-09-26,830941
carrie-1976,avgRating,2024-09-26,3.85
carrie-1976,numReviews,2024-09-26,87437
carrie-1976,numRatings,2024-09-26,502232
carrie-1976,numLikes,2024-09-26,246682
carrie-1976,numFans,2024-09-26,6310
midnight-in-paris,numViews,2024-09-26,905549
midnight-in-paris,avgRating,2024-09-26,3.71
midnight-in-paris,numReviews,2024-09-26,66009
midnight-in-paris,numRatings,2024-09-26,547653
midnight-in-paris,numLikes,2024-09-26,241200
midnight-in-paris,numFans,2024-09-26,9495
birds-of-prey-and-the-fantabulous-emancipation-of-one-harley-quinn,numViews,2024-09-26,1031668
birds-of-prey-and-the-fantabulous-emancipation-of-one-harley-quinn,avgRating,2024-09-26,3.04
birds-of-prey-and-the-fantabulous-emancipation-of-one-harley-quinn,numReviews,2024-09-26,104306
birds-of-prey-and-the-fantabulous-emancipation-of-one-harley-quinn,numRatings,2024-09-26,677680
birds-of-prey-and-the-fantabulous-emancipation-of-one-harley-quinn,numLikes,2024-09-26,223143
birds-of-prey-and-the-fantabulous-emancipation-of-one-harley-quinn,numFans,2024-09-26,2604
ready-or-not-2019,numViews,2024-09-26,790942
ready-or-not-2019,avgRating,2024-09-26,3.54
ready-or-not-2019,numReviews,2024-09-26,124260
ready-or-not-2019,numRatings,2024-09-26,581791
ready-or-not-2019,numLikes,2024-09-26,235855
ready-or-not-2019,numFans,2024-09-26,4430
akira,numViews,2024-09-26,745723
akira,avgRating,2024-09-26,4.28
akira,numReviews,2024-09-26,72210
akira,numRatings,2024-09-26,507831
akira,numLikes,2024-09-26,291796
akira,numFans,2024-09-26,17752
love-lies-bleeding-2024,numViews,2024-09-26,481670
love-lies-bleeding-2024,avgRating,2024-09-26,3.58
love-lies-bleeding-2024,numReviews,2024-09-26,189761
love-lies-bleeding-2024,numRatings,2024-09-26,416143
love-lies-bleeding-2024,numLikes,2024-09-26,156448
love-lies-bleeding-2024,numFans,2024-09-26,2717
saw,numViews,2024-09-26,1050150
saw,avgRating,2024-09-26,3.63
saw,numReviews,2024-09-26,122962
saw,numRatings,2024-09-26,648611
saw,numLikes,2024-09-26,255464
saw,numFans,2024-09-26,13504
green-book,numViews,2024-09-26,923776
green-book,avgRating,2024-09-26,3.74
green-book,numReviews,2024-09-26,58617
green-book,numRatings,2024-09-26,629773
green-book,numLikes,2024-09-26,243156
green-book,numFans,2024-09-26,5790
pretty-woman,numViews,2024-09-26,1034685
pretty-woman,avgRating,2024-09-26,3.64
pretty-woman,numReviews,2024-09-26,88278
pretty-woman,numRatings,2024-09-26,593929
pretty-woman,numLikes,2024-09-26,253198
pretty-woman,numFans,2024-09-26,9024
a-quiet-place-part-ii,numViews,2024-09-26,937677
a-quiet-place-part-ii,avgRating,2024-09-26,3.43
a-quiet-place-part-ii,numReviews,2024-09-26,104422
a-quiet-place-part-ii,numRatings,2024-09-26,656289
a-quiet-place-part-ii,numLikes,2024-09-26,210068
a-quiet-place-part-ii,numFans,2024-09-26,385
mid90s,numViews,2024-09-26,697035
mid90s,avgRating,2024-09-26,3.78
mid90s,numReviews,2024-09-26,91587
mid90s,numRatings,2024-09-26,511418
mid90s,numLikes,2024-09-26,251850
mid90s,numFans,2024-09-26,14165
ford-v-ferrari,numViews,2024-09-26,854886
ford-v-ferrari,avgRating,2024-09-26,3.97
ford-v-ferrari,numReviews,2024-09-26,79654
ford-v-ferrari,numRatings,2024-09-26,618168
ford-v-ferrari,numLikes,2024-09-26,265593
ford-v-ferrari,numFans,2024-09-26,7093
21-jump-street,numViews,2024-09-26,1305160
21-jump-street,avgRating,2024-09-26,3.59
21-jump-street,numReviews,2024-09-26,68814
21-jump-street,numRatings,2024-09-26,714880
21-jump-street,numLikes,2024-09-26,290146
21-jump-street,numFans,2024-09-26,2822
the-texas-chain-saw-massacre,numViews,2024-09-26,777552
the-texas-chain-saw-massacre,avgRating,2024-09-26,3.84
the-texas-chain-saw-massacre,numReviews,2024-09-26,109600
the-texas-chain-saw-massacre,numRatings,2024-09-26,513729
the-texas-chain-saw-massacre,numLikes,2024-09-26,234207
the-texas-chain-saw-massacre,numFans,2024-09-26,13674
mulan,numViews,2024-09-26,1450589
mulan,avgRating,2024-09-26,4.1
mulan,numReviews,2024-09-26,46937
mulan,numRatings,2024-09-26,693471
mulan,numLikes,2024-09-26,377948
mulan,numFans,2024-09-26,8194
pitch-perfect,numViews,2024-09-26,1301711
pitch-perfect,avgRating,2024-09-26,3.5
pitch-perfect,numReviews,2024-09-26,110596
pitch-perfect,numRatings,2024-09-26,669307
pitch-perfect,numLikes,2024-09-26,286966
pitch-perfect,numFans,2024-09-26,17018
scream-2022,numViews,2024-09-26,806261
scream-2022,avgRating,2024-09-26,3.22
scream-2022,numReviews,2024-09-26,161453
scream-2022,numRatings,2024-09-26,583802
scream-2022,numLikes,2024-09-26,200636
scream-2022,numFans,2024-09-26,1939
scream-vi,numViews,2024-09-26,698333
scream-vi,avgRating,2024-09-26,3.39
scream-vi,numReviews,2024-09-26,184111
scream-vi,numRatings,2024-09-26,556725
scream-vi,numLikes,2024-09-26,207519
scream-vi,numFans,2024-09-26,2654
hot-fuzz,numViews,2024-09-26,1023878
hot-fuzz,avgRating,2024-09-26,4.08
hot-fuzz,numReviews,2024-09-26,76456
hot-fuzz,numRatings,2024-09-26,642524
hot-fuzz,numLikes,2024-09-26,336995
hot-fuzz,numFans,2024-09-26,17961
ant-man-and-the-wasp-quantumania,numViews,2024-09-26,810868
ant-man-and-the-wasp-quantumania,avgRating,2024-09-26,2.24
ant-man-and-the-wasp-quantumania,numReviews,2024-09-26,166538
ant-man-and-the-wasp-quantumania,numRatings,2024-09-26,623300
ant-man-and-the-wasp-quantumania,numLikes,2024-09-26,95078
ant-man-and-the-wasp-quantumania,numFans,2024-09-26,92
love-actually,numViews,2024-09-26,1053269
love-actually,avgRating,2024-09-26,3.46
love-actually,numReviews,2024-09-26,100147
love-actually,numRatings,2024-09-26,586221
love-actually,numLikes,2024-09-26,230863
love-actually,numFans,2024-09-26,5852
beau-is-afraid,numViews,2024-09-26,474526
beau-is-afraid,avgRating,2024-09-26,3.44
beau-is-afraid,numReviews,2024-09-26,162372
beau-is-afraid,numRatings,2024-09-26,389167
beau-is-afraid,numLikes,2024-09-26,128891
beau-is-afraid,numFans,2024-09-26,2800
leave-the-world-behind-2023,numViews,2024-09-26,690402
leave-the-world-behind-2023,avgRating,2024-09-26,2.85
leave-the-world-behind-2023,numReviews,2024-09-26,172962
leave-the-world-behind-2023,numRatings,2024-09-26,577603
leave-the-world-behind-2023,numLikes,2024-09-26,110097
leave-the-world-behind-2023,numFans,2024-09-26,266
guillermo-del-toros-pinocchio,numViews,2024-09-26,651389
guillermo-del-toros-pinocchio,avgRating,2024-09-26,3.98
guillermo-del-toros-pinocchio,numReviews,2024-09-26,126832
guillermo-del-toros-pinocchio,numRatings,2024-09-26,514867
guillermo-del-toros-pinocchio,numLikes,2024-09-26,232781
guillermo-del-toros-pinocchio,numFans,2024-09-26,2216
john-wick-chapter-3-parabellum,numViews,2024-09-26,987316
john-wick-chapter-3-parabellum,avgRating,2024-09-26,3.68
john-wick-chapter-3-parabellum,numReviews,2024-09-26,89620
john-wick-chapter-3-parabellum,numRatings,2024-09-26,662239
john-wick-chapter-3-parabellum,numLikes,2024-09-26,262403
john-wick-chapter-3-parabellum,numFans,2024-09-26,1622
shiva-baby-2020,numViews,2024-09-26,551811
shiva-baby-2020,avgRating,2024-09-26,3.85
shiva-baby-2020,numReviews,2024-09-26,159971
shiva-baby-2020,numRatings,2024-09-26,443622
shiva-baby-2020,numLikes,2024-09-26,190046
shiva-baby-2020,numFans,2024-09-26,5669
blue-velvet,numViews,2024-09-26,598521
blue-velvet,avgRating,2024-09-26,4.09
blue-velvet,numReviews,2024-09-26,85211
blue-velvet,numRatings,2024-09-26,403706
blue-velvet,numLikes,2024-09-26,200054
blue-velvet,numFans,2024-09-26,10951
children-of-men,numViews,2024-09-26,748749
children-of-men,avgRating,2024-09-26,4.3
children-of-men,numReviews,2024-09-26,60698
children-of-men,numRatings,2024-09-26,500578
children-of-men,numLikes,2024-09-26,254838
children-of-men,numFans,2024-09-26,14802
perfect-days-2023,numViews,2024-09-26,448052
perfect-days-2023,avgRating,2024-09-26,4.27
perfect-days-2023,numReviews,2024-09-26,130326
perfect-days-2023,numRatings,2024-09-26,376295
perfect-days-2023,numLikes,2024-09-26,207413
perfect-days-2023,numFans,2024-09-26,14741
the-rocky-horror-picture-show,numViews,2024-09-26,775421
the-rocky-horror-picture-show,avgRating,2024-09-26,4.01
the-rocky-horror-picture-show,numReviews,2024-09-26,105166
the-rocky-horror-picture-show,numRatings,2024-09-26,459583
the-rocky-horror-picture-show,numLikes,2024-09-26,285662
the-rocky-horror-picture-show,numFans,2024-09-26,23806
paris-texas,numViews,2024-09-26,466297
paris-texas,avgRating,2024-09-26,4.39
paris-texas,numReviews,2024-09-26,85095
paris-texas,numRatings,2024-09-26,345080
paris-texas,numLikes,2024-09-26,200496
paris-texas,numFans,2024-09-26,28461
v-for-vendetta,numViews,2024-09-26,1099498
v-for-vendetta,avgRating,2024-09-26,3.85
v-for-vendetta,numReviews,2024-09-26,42748
v-for-vendetta,numRatings,2024-09-26,610944
v-for-vendetta,numLikes,2024-09-26,280809
v-for-vendetta,numFans,2024-09-26,10040
minari,numViews,2024-09-26,527298
minari,avgRating,2024-09-26,4.09
minari,numReviews,2024-09-26,90411
minari,numRatings,2024-09-26,407121
minari,numLikes,2024-09-26,180038
minari,numFans,2024-09-26,3502
monkey-man,numViews,2024-09-26,461971
monkey-man,avgRating,2024-09-26,3.74
monkey-man,numReviews,2024-09-26,172195
monkey-man,numRatings,2024-09-26,407805
monkey-man,numLikes,2024-09-26,168636
monkey-man,numFans,2024-09-26,2596
a-quiet-place-day-one,numViews,2024-09-26,552411
a-quiet-place-day-one,avgRating,2024-09-26,3.2
a-quiet-place-day-one,numReviews,2024-09-26,194383
a-quiet-place-day-one,numRatings,2024-09-26,491384
a-quiet-place-day-one,numLikes,2024-09-26,141507
a-quiet-place-day-one,numFans,2024-09-26,423
snowpiercer,numViews,2024-09-26,937833
snowpiercer,avgRating,2024-09-26,3.69
snowpiercer,numReviews,2024-09-26,60554
snowpiercer,numRatings,2024-09-26,599292
snowpiercer,numLikes,2024-09-26,234709
snowpiercer,numFans,2024-09-26,2445
the-curious-case-of-benjamin-button,numViews,2024-09-26,1133086
the-curious-case-of-benjamin-button,avgRating,2024-09-26,3.63
the-curious-case-of-benjamin-button,numReviews,2024-09-26,38510
the-curious-case-of-benjamin-button,numRatings,2024-09-26,604050
the-curious-case-of-benjamin-button,numLikes,2024-09-26,224899
the-curious-case-of-benjamin-button,numFans,2024-09-26,5035
it-follows,numViews,2024-09-26,839889
it-follows,avgRating,2024-09-26,3.47
it-follows,numReviews,2024-09-26,84876
it-follows,numRatings,2024-09-26,567987
it-follows,numLikes,2024-09-26,213062
it-follows,numFans,2024-09-26,3126
room-2015,numViews,2024-09-26,1016041
room-2015,avgRating,2024-09-26,3.97
room-2015,numReviews,2024-09-26,44137
room-2015,numRatings,2024-09-26,617162
room-2015,numLikes,2024-09-26,263351
room-2015,numFans,2024-09-26,2551
the-edge-of-seventeen,numViews,2024-09-26,932767
the-edge-of-seventeen,avgRating,2024-09-26,3.53
the-edge-of-seventeen,numReviews,2024-09-26,85444
the-edge-of-seventeen,numRatings,2024-09-26,569789
the-edge-of-seventeen,numLikes,2024-09-26,250061
the-edge-of-seventeen,numFans,2024-09-26,7022
marie-antoinette-2006,numViews,2024-09-26,660965
marie-antoinette-2006,avgRating,2024-09-26,3.73
marie-antoinette-2006,numReviews,2024-09-26,102393
marie-antoinette-2006,numRatings,2024-09-26,435618
marie-antoinette-2006,numLikes,2024-09-26,209772
marie-antoinette-2006,numFans,2024-09-26,13384
m3gan,numViews,2024-09-26,697041
m3gan,avgRating,2024-09-26,2.78
m3gan,numReviews,2024-09-26,178077
m3gan,numRatings,2024-09-26,555837
m3gan,numLikes,2024-09-26,130836
m3gan,numFans,2024-09-26,338
the-greatest-showman,numViews,2024-09-26,1089781
the-greatest-showman,avgRating,2024-09-26,3.4
the-greatest-showman,numReviews,2024-09-26,76080
the-greatest-showman,numRatings,2024-09-26,646652
the-greatest-showman,numLikes,2024-09-26,249702
the-greatest-showman,numFans,2024-09-26,11680
come-and-see,numViews,2024-09-26,343367
come-and-see,avgRating,2024-09-26,4.63
come-and-see,numReviews,2024-09-26,66434
come-and-see,numRatings,2024-09-26,269924
come-and-see,numLikes,2024-09-26,142407
come-and-see,numFans,2024-09-26,13167
sicario-2015,numViews,2024-09-26,817627
sicario-2015,avgRating,2024-09-26,3.98
sicario-2015,numReviews,2024-09-26,71347
sicario-2015,numRatings,2024-09-26,580897
sicario-2015,numLikes,2024-09-26,237948
sicario-2015,numFans,2024-09-26,4835
bird-box,numViews,2024-09-26,1353037
bird-box,avgRating,2024-09-26,2.87
bird-box,numReviews,2024-09-26,44475
bird-box,numRatings,2024-09-26,777810
bird-box,numLikes,2024-09-26,173684
bird-box,numFans,2024-09-26,504
the-green-knight,numViews,2024-09-26,562703
the-green-knight,avgRating,2024-09-26,3.69
the-green-knight,numReviews,2024-09-26,115564
the-green-knight,numRatings,2024-09-26,438351
the-green-knight,numLikes,2024-09-26,170488
the-green-knight,numFans,2024-09-26,4001
the-good-the-bad-and-the-ugly,numViews,2024-09-26,657298
the-good-the-bad-and-the-ugly,avgRating,2024-09-26,4.5
the-good-the-bad-and-the-ugly,numReviews,2024-09-26,52103
the-good-the-bad-and-the-ugly,numRatings,2024-09-26,420875
the-good-the-bad-and-the-ugly,numLikes,2024-09-26,237894
the-good-the-bad-and-the-ugly,numFans,2024-09-26,21645
boyhood,numViews,2024-09-26,747655
boyhood,avgRating,2024-09-26,3.83
boyhood,numReviews,2024-09-26,49056
boyhood,numRatings,2024-09-26,457324
boyhood,numLikes,2024-09-26,191655
boyhood,numFans,2024-09-26,6532
carol-2015,numViews,2024-09-26,595274
carol-2015,avgRating,2024-09-26,4.01
carol-2015,numReviews,2024-09-26,85521
carol-2015,numRatings,2024-09-26,399696
carol-2015,numLikes,2024-09-26,205234
carol-2015,numFans,2024-09-26,14276
evil-dead-rise,numViews,2024-09-26,644401
evil-dead-rise,avgRating,2024-09-26,3.17
evil-dead-rise,numReviews,2024-09-26,165562
evil-dead-rise,numRatings,2024-09-26,535390
evil-dead-rise,numLikes,2024-09-26,163364
evil-dead-rise,numFans,2024-09-26,1243
phantom-thread,numViews,2024-09-26,559166
phantom-thread,avgRating,2024-09-26,4.14
phantom-thread,numReviews,2024-09-26,97549
phantom-thread,numRatings,2024-09-26,406673
phantom-thread,numLikes,2024-09-26,188921
phantom-thread,numFans,2024-09-26,13013
brave-2012,numViews,2024-09-26,1506882
brave-2012,avgRating,2024-09-26,3.36
brave-2012,numReviews,2024-09-26,34613
brave-2012,numRatings,2024-09-26,698775
brave-2012,numLikes,2024-09-26,245347
brave-2012,numFans,2024-09-26,1484
suspiria,numViews,2024-09-26,524918
suspiria,avgRating,2024-09-26,3.94
suspiria,numReviews,2024-09-26,86714
suspiria,numRatings,2024-09-26,372947
suspiria,numLikes,2024-09-26,186551
suspiria,numFans,2024-09-26,11609
rise-of-the-planet-of-the-apes,numViews,2024-09-26,1027786
rise-of-the-planet-of-the-apes,avgRating,2024-09-26,3.64
rise-of-the-planet-of-the-apes,numReviews,2024-09-26,102442
rise-of-the-planet-of-the-apes,numRatings,2024-09-26,633167
rise-of-the-planet-of-the-apes,numLikes,2024-09-26,224263
rise-of-the-planet-of-the-apes,numFans,2024-09-26,1496
punch-drunk-love,numViews,2024-09-26,578303
punch-drunk-love,avgRating,2024-09-26,3.99
punch-drunk-love,numReviews,2024-09-26,98671
punch-drunk-love,numRatings,2024-09-26,409490
punch-drunk-love,numLikes,2024-09-26,190193
punch-drunk-love,numFans,2024-09-26,9625
the-princess-diaries,numViews,2024-09-26,1241492
the-princess-diaries,avgRating,2024-09-26,3.66
the-princess-diaries,numReviews,2024-09-26,61903
the-princess-diaries,numRatings,2024-09-26,608578
the-princess-diaries,numLikes,2024-09-26,296301
the-princess-diaries,numFans,2024-09-26,6976
wreck-it-ralph,numViews,2024-09-26,1494424
wreck-it-ralph,avgRating,2024-09-26,3.58
wreck-it-ralph,numReviews,2024-09-26,33850
wreck-it-ralph,numRatings,2024-09-26,725492
wreck-it-ralph,numLikes,2024-09-26,275421
wreck-it-ralph,numFans,2024-09-26,1780
fantastic-beasts-and-where-to-find-them,numViews,2024-09-26,1423363
fantastic-beasts-and-where-to-find-them,avgRating,2024-09-26,3.14
fantastic-beasts-and-where-to-find-them,numReviews,2024-09-26,35138
fantastic-beasts-and-where-to-find-them,numRatings,2024-09-26,736580
fantastic-beasts-and-where-to-find-them,numLikes,2024-09-26,222373
fantastic-beasts-and-where-to-find-them,numFans,2024-09-26,710
the-terminator,numViews,2024-09-26,1049268
the-terminator,avgRating,2024-09-26,3.89
the-terminator,numReviews,2024-09-26,56091
the-terminator,numRatings,2024-09-26,589089
the-terminator,numLikes,2024-09-26,255107
the-terminator,numFans,2024-09-26,3051
no-time-to-die-2021,numViews,2024-09-26,828576
no-time-to-die-2021,avgRating,2024-09-26,3.5
no-time-to-die-2021,numReviews,2024-09-26,99279
no-time-to-die-2021,numRatings,2024-09-26,580696
no-time-to-die-2021,numLikes,2024-09-26,181296
no-time-to-die-2021,numFans,2024-09-26,800
gravity-2013,numViews,2024-09-26,1155901
gravity-2013,avgRating,2024-09-26,3.5
gravity-2013,numReviews,2024-09-26,38633
gravity-2013,numRatings,2024-09-26,646310
gravity-2013,numLikes,2024-09-26,217266
gravity-2013,numFans,2024-09-26,1230
mission-impossible-dead-reckoning-part-one,numViews,2024-09-26,644934
mission-impossible-dead-reckoning-part-one,avgRating,2024-09-26,3.73
mission-impossible-dead-reckoning-part-one,numReviews,2024-09-26,163234
mission-impossible-dead-reckoning-part-one,numRatings,2024-09-26,513829
mission-impossible-dead-reckoning-part-one,numLikes,2024-09-26,185896
mission-impossible-dead-reckoning-part-one,numFans,2024-09-26,677
grease,numViews,2024-09-26,1240439
grease,avgRating,2024-09-26,3.5
grease,numReviews,2024-09-26,57963
grease,numRatings,2024-09-26,600834
grease,numLikes,2024-09-26,254690
grease,numFans,2024-09-26,9500
but-im-a-cheerleader,numViews,2024-09-26,559285
but-im-a-cheerleader,avgRating,2024-09-26,4.0
but-im-a-cheerleader,numReviews,2024-09-26,139256
but-im-a-cheerleader,numRatings,2024-09-26,407632
but-im-a-cheerleader,numLikes,2024-09-26,249051
but-im-a-cheerleader,numFans,2024-09-26,19828
terminator-2-judgment-day,numViews,2024-09-26,1002301
terminator-2-judgment-day,avgRating,2024-09-26,4.28
terminator-2-judgment-day,numReviews,2024-09-26,58761
terminator-2-judgment-day,numRatings,2024-09-26,594249
terminator-2-judgment-day,numLikes,2024-09-26,312134
terminator-2-judgment-day,numFans,2024-09-26,13149
rocky,numViews,2024-09-26,938954
rocky,avgRating,2024-09-26,4.08
